,Workload,Ranks,Stencil,Normalized_Runtime
0,dgemm,512,0,1.0301121131819202
1,dgemm,512,0,0.9962714261503327
2,dgemm,512,0,0.9881266668182287
3,dgemm,512,0,1.0237965507079256
4,dgemm,512,0,0.9954222945720083
5,dgemm,512,0,1.002814998882633
6,dgemm,512,0,1.0015347208023329
7,dgemm,512,0,0.9874252983798473
8,dgemm,512,0,1.0052103893188642
9,dgemm,512,0,0.9600502440156778
10,dgemm,512,0,1.0116746474909613
11,dgemm,512,0,0.9558104127230979
12,dgemm,512,0,0.9546342695520142
13,dgemm,512,0,1.0406165819580537
14,dgemm,512,0,1.0438596412771115
15,dgemm,512,0,1.0031763749462659
16,dgemm,512,0,1.0434589920117034
17,dgemm,512,0,1.0077446870234552
18,dgemm,512,0,0.9937949944261422
19,dgemm,512,0,0.9544646957614277
20,dgemm,512,32768,1.0305693414565447
21,dgemm,512,32768,0.9875386101987136
22,dgemm,512,32768,0.9823011166287599
23,dgemm,512,32768,1.0230613565830668
24,dgemm,512,32768,0.9951327497469353
25,dgemm,512,32768,0.9991573154339473
26,dgemm,512,32768,1.04638582930647
27,dgemm,512,32768,0.9544788300859968
28,dgemm,512,32768,1.0536568789689116
29,dgemm,512,32768,0.9529186039907224
30,dgemm,512,32768,1.009796474560203
31,dgemm,512,32768,0.9552550249193229
32,dgemm,512,32768,0.9571604480561567
33,dgemm,512,32768,1.034753280307632
34,dgemm,512,32768,1.0397708329864173
35,dgemm,512,32768,1.0029356779749559
36,dgemm,512,32768,1.0345194955904953
37,dgemm,512,32768,1.0058343326155088
38,dgemm,512,32768,0.9843716411552765
39,dgemm,512,32768,0.9504021594339642
40,dgemm,1024,0,1.0065592483387917
41,dgemm,1024,0,0.9749001460398038
42,dgemm,1024,0,1.0154119539949762
43,dgemm,1024,0,1.013819410323685
44,dgemm,1024,0,0.9764120917540624
45,dgemm,1024,0,1.0320914596842239
46,dgemm,1024,0,1.0082044967388446
47,dgemm,1024,0,0.9742780028526106
48,dgemm,1024,0,0.9739709950656121
49,dgemm,1024,0,1.0243521952073906
50,dgemm,1024,32768,0.9829749647351267
51,dgemm,1024,32768,0.9770525798055242
52,dgemm,1024,32768,1.0202243591724507
53,dgemm,1024,32768,1.0170935613451209
54,dgemm,1024,32768,0.9780803492484745
55,dgemm,1024,32768,1.0327817647028548
56,dgemm,1024,32768,1.0118141366113036
57,dgemm,1024,32768,0.9781247038662535
58,dgemm,1024,32768,0.9762909892356155
59,dgemm,1024,32768,1.0255625912772772
60,dgemm,2048,0,0.9975358563016978
61,dgemm,2048,0,1.0205733628658582
62,dgemm,2048,0,0.981890780832444
63,dgemm,2048,32768,0.9945263996113015
64,dgemm,2048,32768,1.0236276880714168
65,dgemm,2048,32768,0.9818459123172812
66,sleep,512,0,0.9999795555431192
67,sleep,512,0,0.9999946433189247
68,sleep,512,0,0.9999894028573247
69,sleep,512,0,1.0001802631821177
70,sleep,512,0,1.0000139700973376
71,sleep,512,0,1.0000055805198178
72,sleep,512,0,0.9999495669485332
73,sleep,512,0,0.9999708591399213
74,sleep,512,0,0.9999366091594679
75,sleep,512,0,0.9999795492334347
76,sleep,512,32768,1.0000400515264456
77,sleep,512,32768,1.0003241874405262
78,sleep,512,32768,1.0004618961750005
79,sleep,512,32768,0.9997045614615501
80,sleep,512,32768,1.0005229771317936
81,sleep,512,32768,0.9993941807356216
82,sleep,512,32768,0.9997136499490465
83,sleep,512,32768,0.999641718819302
84,sleep,512,32768,1.0007978444255305
85,sleep,512,32768,0.9993989323351862
86,sleep,1024,0,0.9999337457382829
87,sleep,1024,0,1.0000278494428225
88,sleep,1024,0,1.0001373214954103
89,sleep,1024,0,0.999875471546612
90,sleep,1024,0,1.000025611776872
91,sleep,1024,32768,1.0001143874001157
92,sleep,1024,32768,0.9996063232313717
93,sleep,1024,32768,1.0005056020446357
94,sleep,1024,32768,1.0000636654354234
95,sleep,1024,32768,0.9997100218884531
96,sleep,2048,0,1.0007955538715494
97,sleep,2048,0,0.9996541986793684
98,sleep,2048,0,0.9995502474490814
99,sleep,2048,32768,1.0020421234891632
100,sleep,2048,32768,1.00015675742402
101,sleep,2048,32768,0.9978011190868166
102,fwq,512,0,1.0023312228757328
103,fwq,512,0,0.9980378284402688
104,fwq,512,0,1.0007024428084605
105,fwq,512,0,1.0024914395453084
106,fwq,512,0,1.0004466779290377
107,fwq,512,0,1.0002158000768135
108,fwq,512,0,1.0003966340536943
109,fwq,512,0,1.0013402496718449
110,fwq,512,0,0.9985500674853723
111,fwq,512,0,0.9994714127893627
112,fwq,512,0,0.9996527750943687
113,fwq,512,0,1.0016105618352609
114,fwq,512,0,1.0003635904520969
115,fwq,512,0,0.9965655920773465
116,fwq,512,0,1.0020531456751216
117,fwq,512,0,0.9990096906221563
118,fwq,512,0,0.9981786259741416
119,fwq,512,0,0.9983011344592719
120,fwq,512,0,0.9990613831373647
121,fwq,512,0,1.0012197249969725
122,fwq,512,32768,1.0017867276818684
123,fwq,512,32768,0.9983657546581205
124,fwq,512,32768,1.0010183080303026
125,fwq,512,32768,1.0033606356571723
126,fwq,512,32768,0.9976620737290137
127,fwq,512,32768,0.9999133904738322
128,fwq,512,32768,0.9993001833901622
129,fwq,512,32768,1.0018074933304348
130,fwq,512,32768,1.0024000364706689
131,fwq,512,32768,1.0002324169955183
132,fwq,512,32768,0.9984510295446253
133,fwq,512,32768,0.9975329877549509
134,fwq,512,32768,0.9990749874643605
135,fwq,512,32768,0.9978087298425511
136,fwq,512,32768,0.9990774651397877
137,fwq,512,32768,1.0017907350471613
138,fwq,512,32768,0.9993451869870631
139,fwq,512,32768,1.0031408388257617
140,fwq,512,32768,0.998590717700436
141,fwq,512,32768,0.9993403012762084
142,fwq,1024,0,1.0011677320528536
143,fwq,1024,0,1.00000775829148
144,fwq,1024,0,0.9994483571205144
145,fwq,1024,0,0.9978068013865152
146,fwq,1024,0,0.9997406465311266
147,fwq,1024,0,0.9996458683947831
148,fwq,1024,0,1.000221898658789
149,fwq,1024,0,1.001153744596921
150,fwq,1024,0,1.0001515301976345
151,fwq,1024,0,1.0006556627693821
152,fwq,1024,32768,1.0013229860657011
153,fwq,1024,32768,0.9995520968605015
154,fwq,1024,32768,0.9994109693958592
155,fwq,1024,32768,1.0007653580302676
