,Workload,Ranks,Stencil,Normalized_Runtime
156,fwq,1024,32768,0.9998443098815339
157,fwq,1024,32768,1.0015506554733766
158,fwq,1024,32768,0.9987353020520592
159,fwq,1024,32768,0.9986151507128802
160,fwq,1024,32768,1.0002469785114165
161,fwq,1024,32768,0.9999561930164041
162,fwq,2048,0,0.9998102507007754
163,fwq,2048,0,0.9991791084931193
164,fwq,2048,0,1.0010106408061055
165,fwq,2048,32768,1.001101210143881
166,fwq,2048,32768,0.9988854183263282
167,fwq,2048,32768,1.000013371529791
168,spmv,512,0,0.9977736909983728
169,spmv,512,0,0.9995530382514184
170,spmv,512,0,0.9999853327987918
171,spmv,512,0,1.0045589409990556
172,spmv,512,0,1.0036782901786878
173,spmv,512,0,1.0014151081547442
174,spmv,512,0,0.9995491427484567
175,spmv,512,0,1.0039411692129958
176,spmv,512,0,0.9950513353482855
177,spmv,512,0,1.0047335521387768
178,spmv,512,0,1.0030677453986458
179,spmv,512,0,1.0011325944573572
180,spmv,512,0,1.0016195448310974
181,spmv,512,0,1.0046538277369668
182,spmv,512,0,0.9957773139216075
183,spmv,512,0,0.9993512210009685
184,spmv,512,0,0.9986847876186773
185,spmv,512,0,1.0000564512129282
186,spmv,512,0,0.9934944058477407
187,spmv,512,0,0.991922507144425
188,spmv,512,32768,0.9962665696228639
189,spmv,512,32768,1.0001923707800624
190,spmv,512,32768,0.997713740314427
191,spmv,512,32768,1.0214045568019015
192,spmv,512,32768,1.0014823093714424
193,spmv,512,32768,1.0000883330768096
194,spmv,512,32768,1.0015052650368477
195,spmv,512,32768,1.0018051361641498
196,spmv,512,32768,0.9970578971164735
197,spmv,512,32768,1.0039337801679105
198,spmv,512,32768,1.003125408189975
199,spmv,512,32768,0.9993531694669362
200,spmv,512,32768,1.0003486652438838
201,spmv,512,32768,1.0064056948648992
202,spmv,512,32768,0.9954350806826014
203,spmv,512,32768,0.9970966412148128
204,spmv,512,32768,0.9981675310822637
205,spmv,512,32768,0.9947470360821788
206,spmv,512,32768,0.9932258826877309
207,spmv,512,32768,0.9906449320318285
208,spmv,1024,0,1.0011822070251621
209,spmv,1024,0,1.0017166178208978
210,spmv,1024,0,0.9991725354368514
211,spmv,1024,0,1.0024207261158045
212,spmv,1024,0,0.9958488521764893
213,spmv,1024,0,1.0006940277770755
214,spmv,1024,0,1.0007070322250486
215,spmv,1024,0,0.9989822292029199
216,spmv,1024,0,0.999817240302479
217,spmv,1024,0,0.9994585319172726
218,spmv,1024,32768,1.0001841893526469
219,spmv,1024,32768,1.0011439584075623
220,spmv,1024,32768,0.9969433190033113
221,spmv,1024,32768,1.0024461284725479
222,spmv,1024,32768,0.9991040842669918
223,spmv,1024,32768,1.0004778034493405
224,spmv,1024,32768,1.0008232031458708
225,spmv,1024,32768,0.9982036986908179
226,spmv,1024,32768,1.0019051510377406
227,spmv,1024,32768,0.9987684641731698
228,spmv,2048,0,1.0002184149315196
229,spmv,2048,0,0.9989218769364764
230,spmv,2048,0,1.0008597081320034
231,spmv,2048,32768,0.981633359919633
232,spmv,2048,32768,1.0358137365496551
233,spmv,2048,32768,0.9825529035307119
234,hpcg,512,0,0.9921859857528044
235,hpcg,512,0,0.9901492806632526
236,hpcg,512,0,1.0012217732394033
237,hpcg,512,0,0.9918367743712261
238,hpcg,512,0,0.9982940822574725
239,hpcg,512,0,1.0000566788051308
240,hpcg,512,0,0.9964378279561072
241,hpcg,512,0,1.000662342178868
242,hpcg,512,0,0.9934688444599804
243,hpcg,512,0,1.0356864103157546
244,hpcg,1024,0,1.0008854405648842
245,hpcg,1024,0,0.9996420279691087
246,hpcg,1024,0,0.9982838933557863
247,hpcg,1024,0,0.9989184444316443
248,hpcg,1024,0,1.0022701936785765
249,hpcg,2048,0,0.9940049600199029
250,hpcg,2048,0,0.9967848913097542
251,hpcg,2048,0,1.0092101486703426
252,lammps,512,0,1.0000008925318953
253,lammps,512,0,0.9999258710572458
254,lammps,512,0,0.9727808112471048
255,lammps,512,0,0.9891484749501677
256,lammps,512,0,0.9880935444464696
257,lammps,512,0,1.016486943732621
258,lammps,512,0,1.0192955451402237
259,lammps,512,0,1.0413740436145322
260,lammps,512,0,0.9952042597085489
261,lammps,512,0,0.9776896135711921
262,lammps,1728,0,0.9515050056537412
263,lammps,1728,0,0.9834823108899157
264,lammps,1728,0,1.0246023596515335
265,lammps,1728,0,1.0208919330932298
266,lammps,1728,0,1.0195183907115797
