,Workload,Ranks,Stencil,Runtime
147,fwq,1024,0,65.300713777
148,fwq,1024,0,65.19345985
149,fwq,1024,32768,65.501790598
150,fwq,1024,32768,65.441506434
151,fwq,1024,0,65.319811019
152,fwq,1024,32768,65.553189648
153,fwq,1024,0,65.31361852299999
154,fwq,1024,32768,65.36891999
155,fwq,1024,0,65.35125447200001
156,fwq,1024,32768,65.36105588100001
157,fwq,1024,0,65.412138263
158,fwq,1024,32768,65.467861779
159,fwq,1024,0,65.346656825
160,fwq,1024,32768,65.448829375
161,fwq,1024,0,65.379595212
162,fwq,2048,32768,66.67057915400001
163,fwq,2048,0,66.38586311
164,fwq,2048,32768,66.523013531
165,fwq,2048,0,66.343956238
166,fwq,2048,0,66.465567167
167,fwq,2048,32768,66.598132103
168,spmv,512,32768,787.226199079
169,spmv,512,0,787.459405622
170,spmv,512,32768,790.328273983
171,spmv,512,0,788.8636957360001
172,spmv,512,32768,788.3697190139999
173,spmv,512,0,789.204869702
174,spmv,512,32768,807.089639952
175,spmv,512,0,792.8144365079999
176,spmv,512,0,792.119412398
177,spmv,512,32768,791.347552844
178,spmv,512,32768,790.2460658589999
179,spmv,512,0,790.333271926
180,spmv,512,32768,791.3656918659999
181,spmv,512,0,788.8606213410001
182,spmv,512,32768,791.6026429140001
183,spmv,512,0,792.326880855
184,spmv,512,32768,787.851487284
185,spmv,512,0,785.310877773
186,spmv,512,32768,793.284646887
187,spmv,512,0,792.9522424910001
188,spmv,512,32768,792.6458905349999
189,spmv,512,0,791.6375604169999
190,spmv,512,32768,789.6651570219999
191,spmv,512,0,790.1103074700001
192,spmv,512,32768,790.451774159
193,spmv,512,0,790.494616713
194,spmv,512,0,792.889322682
195,spmv,512,32768,795.2378952149999
196,spmv,512,0,785.8838320020001
197,spmv,512,32768,786.5691762520001
198,spmv,512,32768,787.882101951
199,spmv,512,0,788.704418243
200,spmv,512,32768,788.7282937089999
201,spmv,512,0,788.178458058
202,spmv,512,0,789.2609975239999
203,spmv,512,32768,786.0254997379999
204,spmv,512,0,784.082123407
205,spmv,512,32768,784.8235204270001
206,spmv,512,32768,782.784114472
207,spmv,512,0,782.8415550999999
208,spmv,1024,0,791.277239387
209,spmv,1024,32768,790.945572918
210,spmv,1024,32768,791.704558206
211,spmv,1024,0,791.6996071599999
212,spmv,1024,32768,788.382692918
213,spmv,1024,0,789.6889097349999
214,spmv,1024,32768,792.734314184
215,spmv,1024,0,792.256094145
216,spmv,1024,0,787.0620603
217,spmv,1024,32768,790.091425907
218,spmv,1024,32768,791.1777629209998
219,spmv,1024,0,790.8914103889999
220,spmv,1024,32768,791.4509049720001
221,spmv,1024,0,790.901688362
222,spmv,1024,32768,789.379401069
223,spmv,1024,0,789.538502556
224,spmv,1024,0,790.1984476419999
225,spmv,1024,32768,792.306509274
226,spmv,1024,32768,789.8260175649999
227,spmv,1024,0,789.9149450200001
228,spmv,2048,32768,789.286726335
229,spmv,2048,0,790.690571627
230,spmv,2048,32768,832.850702304
231,spmv,2048,0,789.66563512
232,spmv,2048,32768,790.026089519
233,spmv,2048,0,791.197525388
234,hpcg,512,0,1356.186834394
235,hpcg,512,0,1353.4029282840002
236,hpcg,512,0,1368.537559161
237,hpcg,512,0,1355.7095086860002
238,hpcg,512,0,1364.535793341
239,hpcg,512,0,1366.9450293780003
240,hpcg,512,0,1361.998539559
241,hpcg,512,0,1367.7728909940001
242,hpcg,512,0,1357.940332341
243,hpcg,512,0,1415.646153443
244,hpcg,1024,0,1368.509889968
245,hpcg,1024,0,1366.809772886
246,hpcg,1024,0,1364.952796478
247,hpcg,1024,0,1365.820417674
248,hpcg,1024,0,1370.403261831
249,hpcg,2048,0,1369.1042366539998
250,hpcg,2048,0,1372.933207192
251,hpcg,2048,0,1390.047279232
252,lammps,512,0,1504.895462196
253,lammps,512,0,1504.7825628199996
254,lammps,512,0,1463.9321219510002
255,lammps,512,0,1488.5637228000003
256,lammps,512,0,1486.976164089
257,lammps,512,0,1529.705223694
258,lammps,512,0,1533.9318714350002
259,lammps,512,0,1567.157673946
260,lammps,512,0,1497.677037669
261,lammps,512,0,1471.3193497
262,lammps,1728,0,1523.1238598080001
263,lammps,1728,0,1574.3116058399999
264,lammps,1728,0,1640.1346199210002
265,lammps,1728,0,1634.195145943
266,lammps,1728,0,1631.9964447680002
267,sleep,256,32768,108.98544606600001
268,sleep,256,0,64.167612609
269,sleep,256,32768,64.24253267300001
270,sleep,256,0,64.168213338
271,sleep,256,32768,64.244318159
272,sleep,256,0,64.167788032
273,sleep,256,0,64.168464484
274,sleep,256,32768,64.256307726
275,sleep,256,0,64.167633025
276,sleep,256,32768,64.236578397
277,sleep,256,32768,64.235480465
278,sleep,256,0,64.16775460699999
279,sleep,256,32768,64.264762462
280,sleep,256,0,64.167777648
281,sleep,256,32768,64.26791420299999
282,sleep,256,0,64.168272614
283,sleep,256,32768,64.23487605
284,sleep,256,0,64.167382938
285,sleep,256,32768,64.235535388
286,sleep,256,0,64.167886975
287,sleep,256,32768,64.23476574099999
288,sleep,256,0,64.167920933
289,sleep,256,32768,64.236631832
290,sleep,256,0,108.91345429699999
291,sleep,256,32768,64.236515629
292,sleep,256,0,64.167708299
293,sleep,256,32768,64.235443926
294,sleep,256,0,108.90708565
295,sleep,256,32768,64.251817532
296,sleep,256,0,109.01230119800002
297,sleep,256,32768,64.255845654
298,sleep,256,0,108.93490504699999
299,sleep,256,0,64.16768545
300,sleep,256,32768,64.23400374799999
301,sleep,256,32768,64.23847667
302,sleep,256,0,64.168044371
303,sleep,256,32768,64.234694624
304,sleep,256,0,64.16734210599999
305,sleep,256,32768,64.24279284
306,sleep,256,0,64.169125857
307,fwq,256,32768,63.345071370999996
308,fwq,256,0,63.034360102
309,fwq,256,32768,62.87258061
310,fwq,256,0,63.292885885
311,fwq,256,0,63.20043549
312,fwq,256,32768,63.251785628
313,fwq,256,32768,63.144341763
314,fwq,256,0,63.263703922000005
315,fwq,256,32768,63.20612997799999
316,fwq,256,0,63.257415205
317,fwq,256,32768,63.179059280000004
318,fwq,256,0,62.858331559
319,fwq,256,32768,81.98026303099999
320,fwq,256,0,108.56844041299999
321,fwq,256,32768,83.88155000299999
322,fwq,256,0,108.95417267399999
323,fwq,256,32768,62.948195254999995
324,fwq,256,0,62.939881064999994
325,fwq,256,32768,67.00319129100001
326,fwq,256,0,63.60499991500001
327,fwq,256,0,63.651514845
328,fwq,256,32768,68.43323458
329,fwq,256,32768,63.014486344000005
330,fwq,256,0,63.134066395999994
331,fwq,256,32768,64.340218651
332,fwq,256,0,66.859726214
333,fwq,256,32768,63.189887787
334,fwq,256,0,63.223239283
335,fwq,256,32768,63.231413108999995
336,fwq,256,0,63.165412221000004
337,fwq,256,32768,63.16743872999999
338,fwq,256,0,63.273466836
339,fwq,256,32768,63.403869611000005
340,fwq,256,0,63.359312222
341,fwq,256,32768,63.130164396
342,fwq,256,0,63.109276900999994
343,fwq,256,32768,63.28895146
344,fwq,256,0,63.122285252000005
345,fwq,256,32768,63.38395029899999
346,fwq,256,0,63.078622603
347,dgemm,256,0,409.11812520899997
348,dgemm,256,32768,409.610589931
349,dgemm,256,32768,378.814158864
350,dgemm,256,0,378.891593002
351,dgemm,256,0,378.46095177499996
352,dgemm,256,32768,378.688664103
353,dgemm,256,0,400.419751267
354,dgemm,256,32768,401.481715138
355,dgemm,256,0,404.38642133900004
356,dgemm,256,32768,404.790888415
357,dgemm,256,32768,379.29164093400004
358,dgemm,256,0,378.855743452
359,dgemm,256,32768,400.621634834
360,dgemm,256,0,400.00090201700004
361,dgemm,256,32768,380.22475269800003
362,dgemm,256,0,380.053471636
363,dgemm,256,32768,379.987238092
364,dgemm,256,0,379.75674709000003
365,dgemm,256,0,381.196167594
366,dgemm,256,32768,380.97465553399996
367,dgemm,256,32768,379.971927014
368,dgemm,256,0,379.81619000899997
369,dgemm,256,32768,404.089576936
370,dgemm,256,0,404.415736533
371,dgemm,256,32768,398.22410621200004
372,dgemm,256,0,395.95043306200006
373,dgemm,256,32768,400.594205365
374,dgemm,256,0,400.183597962
375,dgemm,256,32768,399.28780197500004
376,dgemm,256,0,397.719775349
377,dgemm,256,32768,402.415624982
378,dgemm,256,0,403.685578758
379,dgemm,256,32768,394.058609019
380,dgemm,256,0,392.708638931
381,dgemm,256,0,407.41793985799995
382,dgemm,256,32768,408.160476723
383,dgemm,256,0,414.742888434
384,dgemm,256,32768,415.316954453
385,dgemm,256,32768,376.507301671
386,dgemm,256,0,377.02935205299997
387,spmv,256,0,779.3398070869999
388,spmv,256,32768,779.4382164550001
389,spmv,256,32768,783.2676862100001
390,spmv,256,0,784.977740788
391,spmv,256,32768,779.113739773
392,spmv,256,0,779.00797836
393,spmv,256,32768,785.8414863050001
394,spmv,256,0,785.761963841
395,spmv,256,32768,786.089363326
396,spmv,256,0,788.79692997
397,spmv,256,32768,780.613680546
398,spmv,256,0,781.6665543659999
399,spmv,256,32768,778.951155826
400,spmv,256,0,779.751195105
401,spmv,256,32768,780.9217684700001
402,spmv,256,0,780.391067033
403,spmv,256,32768,781.903758984
404,spmv,256,0,782.157986368
405,spmv,256,32768,779.935129038
406,spmv,256,0,779.6590804460001
407,spmv,256,32768,780.6784165859999
408,spmv,256,0,781.717377225
409,spmv,256,32768,782.1054613310001
410,spmv,256,0,780.9844232360001
411,spmv,256,32768,780.4234938740001
412,spmv,256,0,780.9792749960001
413,spmv,256,32768,787.191550488
414,spmv,256,0,788.054019131
415,spmv,256,32768,785.155778221
416,spmv,256,0,785.162417426
417,spmv,256,32768,780.894357398
418,spmv,256,0,781.6512760779999
419,spmv,256,32768,780.929310488
420,spmv,256,0,779.047420046
421,spmv,256,32768,781.127608459
422,spmv,256,0,781.0110626559999
423,spmv,256,32768,781.117596694
424,spmv,256,0,779.4985569950001
425,spmv,256,32768,778.790264569
426,spmv,256,0,779.8371229610001
427,hpcg,256,0,1400.1347357039997
428,hpcg,256,0,1384.8613473489997
429,hpcg,256,0,1381.8897369700003
430,hpcg,256,0,1390.4791830460001
431,hpcg,256,0,1385.0309723549997
432,hpcg,256,0,1386.2318366099998
433,hpcg,256,0,1384.6834096240002
434,hpcg,256,0,1383.4868434500002
435,hpcg,256,0,1385.651171733
436,hpcg,256,0,1383.495898531
437,hpcg,256,0,1390.282527053
438,hpcg,256,0,1381.284968894
439,hpcg,256,0,1382.615393754
440,hpcg,256,0,1385.4937498489996
441,hpcg,256,0,1385.3000081559999
442,hpcg,256,0,1387.2785873930002
443,hpcg,256,0,1394.379882274
444,hpcg,256,0,1386.5972679489998
445,hpcg,256,0,1396.7956918320003
446,hpcg,256,0,1388.1578796869999
447,lammps,256,0,1523.0119563
448,lammps,256,0,1528.3305375560003
449,lammps,256,0,1540.100623757
450,lammps,256,0,1527.031484395
451,lammps,256,0,1521.762984462
452,lammps,256,0,1523.0484204369998
453,lammps,256,0,1572.8610148939997
454,lammps,256,0,1598.3677967870003
455,lammps,256,0,1538.139311977
456,lammps,256,0,1535.4221748519994
457,lammps,256,0,1547.383392567
458,lammps,256,0,1535.903672655
459,lammps,256,0,1505.9712204490002
460,lammps,256,0,1540.583398645
461,lammps,256,0,1530.106910875
462,lammps,256,0,1516.80126216
463,lammps,256,0,1522.6116623460002
464,lammps,256,0,1531.5410618669998
465,lammps,256,0,1526.672845285
466,lammps,256,0,1558.534244912
